"ID","area_code","area_name","data_time","rain","temperature","humidity","solar_radiation","wind_uv_ten","wind_uv_hundred","wind_speed_ten","wind_speed_hundred"
253763,'330825','龙游县','2023-11-11 14:00:00.000000',0.0000,12.7320,94.1120,NULL,41.0760,NULL,2.1500,3.1000
253764,'330881','江山市','2023-11-11 14:00:00.000000',1.5760,NULL,94.9740,NULL,NULL,NULL,NULL,3.9900
253765,'330800','衢州市','2023-11-11 15:00:00.000000',0.0000,12.8490,92.7130,77.9370,55.1880,55.1880,2.2200,3.2100
253766,'330802','柯城区','2023-11-11 15:00:00.000000',0.0000,12.8330,92.7850,NULL,NULL,55.6170,NULL,3.1900
253767,'330803','衢江区','2023-11-11 15:00:00.000000',0.3680,12.5920,92.4830,39.9600,52.9650,52.9650,2.2100,3.1900
253768,'330822','常山县','2023-11-11 15:00:00.000000',0.2280,12.9660,90.9090,77.2710,61.1890,61.1890,NULL,1.9200
253769,'330824','开化县','2023-11-11 15:00:00.000000',0.5380,12.4950,92.6240,75.5450,359.8290,359.8290,NULL,0.7900
253770,'330825','龙游县','2023-11-11 15:00:00.000000',NULL,NULL,95.5330,90.9030,56.2350,56.2350,2.3200,NULL
253771,'330881','江山市','2023-11-11 15:00:00.000000',0.5880,12.0390,94.4560,50.8600,35.6060,35.6060,2.4900,NULL
253772,'330800','衢州市','2023-11-11 16:00:00.000000',0.3400,NULL,94.6000,NULL,NULL,52.8090,1.7900,2.5900
253773,'330802','柯城区','2023-11-11 16:00:00.000000',0.3390,12.5330,94.8310,9.7440,51.8040,51.8040,1.7800,NULL
253774,'330803','衢江区','2023-11-11 16:00:00.000000',NULL,12.4570,93.6710,18.0100,54.0800,54.0800,1.8300,2.6500
253775,'330822','常山县','2023-11-11 16:00:00.000000',0.8680,NULL,93.4580,109.6480,52.7270,52.7270,NULL,1.8100
253776,'330824','开化县','2023-11-11 16:00:00.000000',0.9540,NULL,NULL,NULL,28.3460,NULL,0.5400,0.7700
253777,'330825','龙游县','2023-11-11 16:00:00.000000',NULL,12.5230,96.3880,62.8840,NULL,NULL,1.7400,2.5200
253778,'330881','江山市','2023-11-11 16:00:00.000000',NULL,NULL,95.2200,31.7420,39.7070,39.7070,NULL,3.5700
253779,'330800','衢州市','2023-11-11 17:00:00.000000',NULL,12.3020,96.4920,NULL,NULL,61.5350,1.6200,2.3400
253780,'330802','柯城区','2023-11-11 17:00:00.000000',NULL,NULL,NULL,15.2450,61.5780,61.5780,1.5500,NULL
253781,'330803','衢江区','2023-11-11 17:00:00.000000',NULL,NULL,NULL,0.0000,55.0990,NULL,1.8200,2.6200
253782,'330822','常山县','2023-11-11 17:00:00.000000',0.9670,12.3250,94.8680,0.0000,61.8900,NULL,NULL,1.7900
253783,'330824','开化县','2023-11-11 17:00:00.000000',NULL,12.1260,95.6850,17.2050,342.7130,NULL,0.2200,0.3200
253784,'330825','龙游县','2023-11-11 17:00:00.000000',NULL,NULL,97.6200,13.2820,NULL,54.7330,1.8400,NULL
253785,'330881','江山市','2023-11-11 17:00:00.000000',1.5030,11.8790,95.4260,0.0000,35.9580,NULL,2.2300,NULL
253786,'330800','衢州市','2023-11-11 18:00:00.000000',1.7450,NULL,97.2060,0.0000,59.1040,59.1040,1.9000,2.7500
253787,'330802','柯城区','2023-11-11 18:00:00.000000',NULL,11.9800,97.3630,NULL,NULL,59.5690,1.9200,2.7700
253788,'330803','衢江区','2023-11-11 18:00:00.000000',NULL,12.0780,96.3560,0.0000,NULL,54.3830,NULL,2.5800
253789,'330822','常山县','2023-11-11 18:00:00.000000',2.4000,12.1460,NULL,0.0000,NULL,69.2930,1.2400,1.7900
253790,'330824','开化县','2023-11-11 18:00:00.000000',0.8840,11.9580,NULL,0.0000,356.8330,356.8330,0.4200,0.6100
253791,'330825','龙游县','2023-11-11 18:00:00.000000',1.6660,12.0940,98.1190,NULL,60.4470,NULL,1.5500,2.2500
253792,'330881','江山市','2023-11-11 18:00:00.000000',2.3610,11.7350,95.8840,0.0000,38.3180,38.3180,2.4800,3.5900
253793,'330800','衢州市','2023-11-11 19:00:00.000000',0.7700,NULL,97.0350,0.0000,NULL,50.8430,2.0300,2.9300
253794,'330802','柯城区','2023-11-11 19:00:00.000000',0.7410,11.9380,97.1830,0.0000,NULL,NULL,2.0200,2.9300
253795,'330803','衢江区','2023-11-11 19:00:00.000000',0.9500,12.0340,96.2830,0.0000,NULL,45.1230,NULL,NULL
253796,'330822','常山县','2023-11-11 19:00:00.000000',0.4200,NULL,NULL,0.0000,53.2430,NULL,1.5200,2.2000
253797,'330824','开化县','2023-11-11 19:00:00.000000',0.0000,12.0570,96.6380,0.0000,320.6250,320.6250,0.3400,0.4900
253798,'330825','龙游县','2023-11-11 19:00:00.000000',0.8830,12.0010,98.1420,0.0000,58.8660,58.8660,NULL,3.0000
253799,'330881','江山市','2023-11-11 19:00:00.000000',0.6770,11.7770,NULL,NULL,39.3000,39.3000,2.5700,NULL
253800,'330800','衢州市','2023-11-11 20:00:00.000000',0.6830,12.1190,96.8700,0.0000,55.2780,55.2780,2.3300,3.3700
253801,'330802','柯城区','2023-11-11 20:00:00.000000',0.6690,12.0690,NULL,0.0000,55.1030,55.1030,2.3500,3.3900
253802,'330803','衢江区','2023-11-11 20:00:00.000000',0.8750,NULL,NULL,0.0000,56.5080,56.5080,2.3200,NULL
253803,'330822','常山县','2023-11-11 20:00:00.000000',0.8910,12.1440,95.6180,NULL,NULL,58.4160,1.2700,1.8300
253804,'330824','开化县','2023-11-11 20:00:00.000000',0.0000,12.0430,NULL,0.0000,327.8190,327.8190,0.7400,1.0700
253805,'330825','龙游县','2023-11-11 20:00:00.000000',NULL,12.0750,97.8660,NULL,NULL,NULL,NULL,3.4500
253806,'330881','江山市','2023-11-11 20:00:00.000000',NULL,11.8030,95.5100,NULL,42.6400,42.6400,2.8600,4.1300
253807,'330800','衢州市','2023-11-11 21:00:00.000000',0.4020,12.1500,96.7770,0.0000,35.1200,NULL,2.0600,2.9800
253808,'330802','柯城区','2023-11-11 21:00:00.000000',0.3980,12.1070,96.9680,NULL,34.3700,34.3700,2.0500,NULL
253809,'330803','衢江区','2023-11-11 21:00:00.000000',0.4170,NULL,95.8860,0.0000,NULL,39.4010,NULL,3.0500
253810,'330822','常山县','2023-11-11 21:00:00.000000',0.2980,12.2780,95.5190,0.0000,55.7690,NULL,NULL,NULL
253811,'330824','开化县','2023-11-11 21:00:00.000000',0.0000,12.1230,95.8920,0.0000,NULL,11.2060,0.2600,NULL
253812,'330825','龙游县','2023-11-11 21:00:00.000000',0.5230,NULL,NULL,NULL,56.1110,56.1110,1.9300,2.7900
253813,'330881','江山市','2023-11-11 21:00:00.000000',0.2820,11.8480,95.4500,0.0000,NULL,24.9060,2.2900,NULL
253814,'330800','衢州市','2023-11-11 22:00:00.000000',0.2400,NULL,96.0020,NULL,57.8860,57.8860,1.9400,2.8100
253815,'330802','柯城区','2023-11-11 22:00:00.000000',0.2250,12.2820,NULL,0.0000,NULL,55.9090,1.9200,2.7800
253816,'330803','衢江区','2023-11-11 22:00:00.000000',0.3010,NULL,95.5310,0.0000,63.2500,63.2500,NULL,2.9900
253817,'330822','常山县','2023-11-11 22:00:00.000000',0.0000,12.3470,NULL,0.0000,60.1320,60.1320,0.9500,1.3800
253818,'330824','开化县','2023-11-11 22:00:00.000000',0.0000,12.1930,NULL,NULL,350.8000,350.8000,NULL,NULL
253819,'330825','龙游县','2023-11-11 22:00:00.000000',0.3460,NULL,98.1200,0.0000,60.4250,60.4250,2.0300,NULL
253820,'330881','江山市','2023-11-11 22:00:00.000000',0.1960,11.9390,94.3440,0.0000,44.0150,44.0150,2.6100,NULL
253821,'330800','衢州市','2023-11-11 23:00:00.000000',0.0000,12.4450,95.3830,0.0000,60.1470,60.1470,2.0200,2.9200
253822,'330802','柯城区','2023-11-11 23:00:00.000000',0.0000,NULL,NULL,0.0000,60.7280,NULL,NULL,NULL
253823,'330803','衢江区','2023-11-11 23:00:00.000000',0.0000,NULL,95.0630,0.0000,NULL,NULL,NULL,NULL
253824,'330822','常山县','2023-11-11 23:00:00.000000',0.0000,12.4650,94.0200,0.0000,49.6090,49.6090,1.0000,1.4400
253825,'330824','开化县','2023-11-11 23:00:00.000000',NULL,NULL,94.9830,0.0000,3.2800,3.2800,0.5200,0.7600
253826,'330825','龙游县','2023-11-11 23:00:00.000000',0.0000,12.2360,97.9600,0.0000,NULL,44.6570,1.6800,2.4300
253827,'330881','江山市','2023-11-11 23:00:00.000000',0.0000,12.1040,93.4340,0.0000,38.5740,38.5740,2.5900,3.7500
253828,'330800','衢州市','2023-11-12 00:00:00.000000',0.0000,12.4570,95.2090,NULL,NULL,NULL,1.7000,NULL
253829,'330802','柯城区','2023-11-12 00:00:00.000000',NULL,12.4340,95.2280,0.0000,57.0190,57.0190,1.7000,2.4500
253830,'330803','衢江区','2023-11-12 00:00:00.000000',0.0000,12.2690,NULL,0.0000,NULL,60.2460,1.7700,NULL
253831,'330822','常山县','2023-11-12 00:00:00.000000',0.0000,NULL,94.6560,0.0000,43.2930,NULL,0.8400,1.2100
253832,'330824','开化县','2023-11-12 00:00:00.000000',0.0000,NULL,NULL,0.0000,355.8220,355.8220,0.2900,0.4100
253833,'330825','龙游县','2023-11-12 00:00:00.000000',0.0000,12.2130,NULL,0.0000,NULL,62.0380,1.5600,2.2500
253834,'330881','江山市','2023-11-12 00:00:00.000000',0.0000,12.0820,93.7130,0.0000,41.4850,NULL,NULL,NULL
253835,'330800','衢州市','2023-11-12 01:00:00.000000',NULL,NULL,97.2200,0.0000,66.9730,66.9730,1.5800,2.2900
253836,'330802','柯城区','2023-11-12 01:00:00.000000',0.0000,12.1750,97.3900,NULL,67.4830,67.4830,1.5800,NULL
253837,'330803','衢江区','2023-11-12 01:00:00.000000',0.1440,12.1560,96.0510,0.0000,59.1650,59.1650,1.6400,2.3700
253838,'330822','常山县','2023-11-12 01:00:00.000000',0.1270,12.3400,96.0410,NULL,44.5300,44.5300,0.7100,1.0300
253839,'330824','开化县','2023-11-12 01:00:00.000000',0.0000,NULL,96.3410,0.0000,339.3440,339.3440,0.3000,0.4400
253840,'330825','龙游县','2023-11-12 01:00:00.000000',0.0000,12.2040,98.4830,0.0000,NULL,NULL,1.2700,1.8400
253841,'330881','江山市','2023-11-12 01:00:00.000000',0.3530,NULL,NULL,0.0000,NULL,34.8870,1.8700,2.7000
253842,'330800','衢州市','2023-11-12 02:00:00.000000',0.0000,NULL,97.5790,0.0000,63.8040,63.8040,NULL,2.1900
253843,'330802','柯城区','2023-11-12 02:00:00.000000',NULL,12.0700,97.6360,0.0000,64.4530,NULL,1.4100,2.0400
253844,'330803','衢江区','2023-11-12 02:00:00.000000',0.2130,11.9930,96.8780,0.0000,54.0740,NULL,NULL,2.6800
253845,'330822','常山县','2023-11-12 02:00:00.000000',0.0000,12.3120,96.4810,0.0000,38.9550,NULL,0.7300,1.0600
253846,'330824','开化县','2023-11-12 02:00:00.000000',0.0000,12.2010,94.4250,NULL,NULL,NULL,0.6400,0.9200
253847,'330825','龙游县','2023-11-12 02:00:00.000000',0.3760,12.1260,98.2980,0.0000,NULL,39.4920,1.3900,NULL
253848,'330881','江山市','2023-11-12 02:00:00.000000',0.1870,11.8940,96.3500,0.0000,NULL,36.3890,1.9900,2.8800
253849,'330800','衢州市','2023-11-12 03:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253850,'330802','柯城区','2023-11-12 03:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253851,'330803','衢江区','2023-11-12 03:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253852,'330822','常山县','2023-11-12 03:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253853,'330824','开化县','2023-11-12 03:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253854,'330825','龙游县','2023-11-12 03:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253855,'330881','江山市','2023-11-12 03:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253856,'330800','衢州市','2023-11-12 04:00:00.000000',0.1700,11.9990,97.7280,0.0000,74.9820,74.9820,NULL,1.7500
253857,'330802','柯城区','2023-11-12 04:00:00.000000',NULL,11.9350,97.8270,NULL,73.8330,NULL,1.1000,1.5800
253858,'330803','衢江区','2023-11-12 04:00:00.000000',NULL,NULL,97.1450,0.0000,NULL,NULL,1.5300,NULL
253859,'330822','常山县','2023-11-12 04:00:00.000000',0.2140,12.2890,NULL,0.0000,59.9950,NULL,NULL,NULL
253860,'330824','开化县','2023-11-12 04:00:00.000000',NULL,12.2220,94.0640,0.0000,12.8970,12.8970,0.5800,0.8500
253861,'330825','龙游县','2023-11-12 04:00:00.000000',0.3020,11.9510,98.6040,0.0000,44.8890,44.8890,1.6300,2.3600
253862,'330881','江山市','2023-11-12 04:00:00.000000',NULL,11.9540,96.3320,NULL,32.3430,32.3430,1.7000,2.4600
253863,'330800','衢州市','2023-11-12 05:00:00.000000',NULL,12.0320,97.1640,0.0000,82.6160,82.6160,1.3600,1.9700
253864,'330802','柯城区','2023-11-12 05:00:00.000000',0.0000,11.9670,NULL,0.0000,80.6330,80.6330,1.1800,1.7100
253865,'330803','衢江区','2023-11-12 05:00:00.000000',0.0000,11.9960,96.4570,NULL,76.1920,76.1920,1.6700,NULL
253866,'330822','常山县','2023-11-12 05:00:00.000000',NULL,12.2880,96.7990,0.0000,NULL,23.7950,0.4300,0.6200
253867,'330824','开化县','2023-11-12 05:00:00.000000',0.0000,NULL,93.3220,0.0000,NULL,NULL,0.5600,0.8100
253868,'330825','龙游县','2023-11-12 05:00:00.000000',0.0000,11.9830,98.4740,0.0000,45.9740,45.9740,1.5800,2.2800
253869,'330881','江山市','2023-11-12 05:00:00.000000',0.0000,11.9630,NULL,0.0000,NULL,41.8180,1.3900,2.0100
253870,'330800','衢州市','2023-11-12 06:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253871,'330802','柯城区','2023-11-12 06:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253872,'330803','衢江区','2023-11-12 06:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253873,'330822','常山县','2023-11-12 06:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253874,'330824','开化县','2023-11-12 06:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253875,'330825','龙游县','2023-11-12 06:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253876,'330881','江山市','2023-11-12 06:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253877,'330800','衢州市','2023-11-12 07:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253878,'330802','柯城区','2023-11-12 07:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253879,'330803','衢江区','2023-11-12 07:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253880,'330822','常山县','2023-11-12 07:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253881,'330824','开化县','2023-11-12 07:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253882,'330825','龙游县','2023-11-12 07:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253883,'330881','江山市','2023-11-12 07:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253884,'330800','衢州市','2023-11-12 08:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253885,'330802','柯城区','2023-11-12 08:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253886,'330803','衢江区','2023-11-12 08:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253887,'330822','常山县','2023-11-12 08:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253888,'330824','开化县','2023-11-12 08:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253889,'330825','龙游县','2023-11-12 08:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253890,'330881','江山市','2023-11-12 08:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253891,'330800','衢州市','2023-11-12 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253892,'330802','柯城区','2023-11-12 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253893,'330803','衢江区','2023-11-12 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253894,'330822','常山县','2023-11-12 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253895,'330824','开化县','2023-11-12 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253896,'330825','龙游县','2023-11-12 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253897,'330881','江山市','2023-11-12 09:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253898,'330800','衢州市','2023-11-12 10:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253899,'330802','柯城区','2023-11-12 10:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253900,'330803','衢江区','2023-11-12 10:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253901,'330822','常山县','2023-11-12 10:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253902,'330824','开化县','2023-11-12 10:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253903,'330825','龙游县','2023-11-12 10:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253904,'330881','江山市','2023-11-12 10:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253905,'330800','衢州市','2023-11-12 11:00:00.000000',0.0000,NULL,83.2580,345.2030,82.5430,NULL,2.7400,3.9600
253906,'330802','柯城区','2023-11-12 11:00:00.000000',0.0000,13.6140,NULL,330.1860,83.9450,83.9450,NULL,3.8600
253907,'330803','衢江区','2023-11-12 11:00:00.000000',0.0000,13.2860,83.3950,NULL,66.5510,66.5510,2.5700,3.7100
253908,'330822','常山县','2023-11-12 11:00:00.000000',0.0000,NULL,NULL,280.4810,56.5180,56.5180,0.8700,NULL
253909,'330824','开化县','2023-11-12 11:00:00.000000',0.0000,13.6580,84.3090,NULL,358.8880,NULL,0.6300,0.9100
253910,'330825','龙游县','2023-11-12 11:00:00.000000',0.0000,NULL,NULL,NULL,NULL,NULL,2.2900,NULL
253911,'330881','江山市','2023-11-12 11:00:00.000000',0.0000,NULL,84.2220,285.6180,52.1690,52.1690,2.6400,NULL
253912,'330800','衢州市','2023-11-12 12:00:00.000000',NULL,NULL,NULL,310.5190,77.4520,77.4520,NULL,4.0800
253913,'330802','柯城区','2023-11-12 12:00:00.000000',NULL,NULL,NULL,360.4970,NULL,76.6740,NULL,NULL
253914,'330803','衢江区','2023-11-12 12:00:00.000000',NULL,NULL,NULL,103.7180,71.0410,NULL,2.2900,3.3000
253915,'330822','常山县','2023-11-12 12:00:00.000000',NULL,NULL,NULL,NULL,NULL,58.2840,1.1200,1.6200
253916,'330824','开化县','2023-11-12 12:00:00.000000',NULL,NULL,NULL,176.9260,4.3590,NULL,1.2700,NULL
253917,'330825','龙游县','2023-11-12 12:00:00.000000',NULL,NULL,NULL,81.4070,60.2830,60.2830,2.2100,3.2000
253918,'330881','江山市','2023-11-12 12:00:00.000000',NULL,NULL,NULL,NULL,51.4490,NULL,3.1200,NULL
253919,'330800','衢州市','2023-11-12 13:00:00.000000',NULL,NULL,NULL,203.9970,72.6110,72.6110,3.1100,4.4900
253920,'330802','柯城区','2023-11-12 13:00:00.000000',NULL,NULL,NULL,220.9790,NULL,69.8850,3.0700,4.4300
253921,'330803','衢江区','2023-11-12 13:00:00.000000',NULL,NULL,NULL,225.9040,NULL,NULL,NULL,3.9700
253922,'330822','常山县','2023-11-12 13:00:00.000000',NULL,NULL,NULL,76.4830,47.5960,47.5960,1.2600,NULL
253923,'330824','开化县','2023-11-12 13:00:00.000000',NULL,NULL,NULL,58.4150,4.1210,4.1210,0.8600,1.2400
253924,'330825','龙游县','2023-11-12 13:00:00.000000',NULL,NULL,NULL,72.0030,66.8790,66.8790,2.4300,3.5100
253925,'330881','江山市','2023-11-12 13:00:00.000000',NULL,NULL,NULL,113.5060,NULL,53.5430,NULL,NULL
253926,'330800','衢州市','2023-11-12 14:00:00.000000',0.0000,13.4840,83.6370,254.0920,78.5500,78.5500,NULL,3.9100
253927,'330802','柯城区','2023-11-12 14:00:00.000000',NULL,NULL,83.3480,248.2090,76.7410,NULL,2.6600,3.8400
253928,'330803','衢江区','2023-11-12 14:00:00.000000',0.0000,12.7330,85.6790,291.6100,NULL,NULL,2.6300,3.7900
253929,'330822','常山县','2023-11-12 14:00:00.000000',0.0000,13.6490,85.9670,234.4260,40.5780,40.5780,1.0200,NULL
253930,'330824','开化县','2023-11-12 14:00:00.000000',0.0000,13.0170,85.1380,232.7500,14.0370,14.0370,0.9400,1.3600
253931,'330825','龙游县','2023-11-12 14:00:00.000000',0.0000,NULL,NULL,269.6920,67.6370,NULL,2.6500,3.8300
253932,'330881','江山市','2023-11-12 14:00:00.000000',0.0000,13.9860,77.4650,236.7130,53.5050,53.5050,2.6000,3.7600
253933,'330800','衢州市','2023-11-12 15:00:00.000000',NULL,NULL,NULL,NULL,83.4960,NULL,2.8400,NULL
253934,'330802','柯城区','2023-11-12 15:00:00.000000',NULL,NULL,NULL,146.5580,83.2910,83.2910,NULL,4.0300
253935,'330803','衢江区','2023-11-12 15:00:00.000000',NULL,NULL,NULL,135.6090,78.1160,78.1160,2.6400,3.8200
253936,'330822','常山县','2023-11-12 15:00:00.000000',NULL,NULL,NULL,125.0320,NULL,30.3680,0.8500,1.2300
253937,'330824','开化县','2023-11-12 15:00:00.000000',NULL,NULL,NULL,NULL,6.9520,6.9520,0.9100,NULL
253938,'330825','龙游县','2023-11-12 15:00:00.000000',NULL,NULL,NULL,NULL,67.2610,67.2610,2.6600,3.8400
253939,'330881','江山市','2023-11-12 15:00:00.000000',NULL,NULL,NULL,135.8140,49.1620,49.1620,2.7000,3.9000
253940,'330800','衢州市','2023-11-12 16:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253941,'330802','柯城区','2023-11-12 16:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253942,'330803','衢江区','2023-11-12 16:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253943,'330822','常山县','2023-11-12 16:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253944,'330824','开化县','2023-11-12 16:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253945,'330825','龙游县','2023-11-12 16:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253946,'330881','江山市','2023-11-12 16:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253947,'330800','衢州市','2023-11-12 17:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253948,'330802','柯城区','2023-11-12 17:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253949,'330803','衢江区','2023-11-12 17:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253950,'330822','常山县','2023-11-12 17:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253951,'330824','开化县','2023-11-12 17:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253952,'330825','龙游县','2023-11-12 17:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253953,'330881','江山市','2023-11-12 17:00:00.000000',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253954,'330800','衢州市','2023-11-12 18:00:00.000000',NULL,NULL,NULL,NULL,79.9830,79.9830,2.4900,3.6000
253955,'330802','柯城区','2023-11-12 18:00:00.000000',NULL,NULL,NULL,0.0000,77.9210,77.9210,2.5200,3.6400
253956,'330803','衢江区','2023-11-12 18:00:00.000000',NULL,NULL,NULL,0.0000,88.1460,88.1460,NULL,3.0600
253957,'330822','常山县','2023-11-12 18:00:00.000000',NULL,NULL,NULL,0.0000,47.2010,47.2010,1.3100,NULL
253958,'330824','开化县','2023-11-12 18:00:00.000000',NULL,NULL,NULL,0.0000,NULL,46.2380,1.3300,1.9200
253959,'330825','龙游县','2023-11-12 18:00:00.000000',NULL,NULL,NULL,0.0000,90.1910,NULL,1.7100,2.4700
253960,'330881','江山市','2023-11-12 18:00:00.000000',NULL,NULL,NULL,NULL,48.5830,48.5830,2.9900,4.3200
253961,'330800','衢州市','2023-11-12 19:00:00.000000',0.0000,11.1660,88.2590,0.0000,NULL,NULL,2.2600,3.2700
253962,'330802','柯城区','2023-11-12 19:00:00.000000',0.0000,11.1070,88.5620,0.0000,79.8100,79.8100,NULL,3.2900
253963,'330803','衢江区','2023-11-12 19:00:00.000000',0.0000,11.1010,NULL,NULL,NULL,93.2710,1.8800,2.7200
253964,'330822','常山县','2023-11-12 19:00:00.000000',0.1170,NULL,NULL,NULL,39.5720,39.5720,1.1100,1.6000
253965,'330824','开化县','2023-11-12 19:00:00.000000',0.0000,11.2340,NULL,0.0000,41.6260,41.6260,0.8300,1.2000
253966,'330825','龙游县','2023-11-12 19:00:00.000000',NULL,10.9450,NULL,0.0000,84.0420,NULL,1.6700,2.4100
253967,'330881','江山市','2023-11-12 19:00:00.000000',0.0000,11.2240,86.5990,NULL,48.2610,48.2610,2.6500,3.8200
253968,'330800','衢州市','2023-11-12 20:00:00.000000',0.0000,NULL,86.7620,0.0000,84.7560,84.7560,2.3000,3.3300
253969,'330802','柯城区','2023-11-12 20:00:00.000000',0.0000,NULL,NULL,0.0000,85.1780,NULL,2.2600,3.2600
253970,'330803','衢江区','2023-11-12 20:00:00.000000',0.0000,NULL,87.2920,0.0000,NULL,85.7400,1.7000,2.4600
253971,'330822','常山县','2023-11-12 20:00:00.000000',NULL,10.8440,94.0910,0.0000,33.5900,33.5900,0.9600,1.3900
253972,'330824','开化县','2023-11-12 20:00:00.000000',NULL,NULL,85.2890,0.0000,33.3040,NULL,NULL,NULL
253973,'330825','龙游县','2023-11-12 20:00:00.000000',NULL,10.9560,NULL,NULL,76.9140,76.9140,1.5900,2.3000
253974,'330881','江山市','2023-11-12 20:00:00.000000',NULL,NULL,84.6630,0.0000,45.4120,45.4120,NULL,NULL
253975,'330800','衢州市','2023-11-12 21:00:00.000000',0.0000,11.1720,86.4340,0.0000,81.4640,81.4640,2.3700,3.4200
253976,'330802','柯城区','2023-11-12 21:00:00.000000',0.0000,NULL,NULL,0.0000,NULL,NULL,2.2700,3.2800
253977,'330803','衢江区','2023-11-12 21:00:00.000000',0.0000,11.1210,87.0780,NULL,NULL,86.9850,NULL,NULL
253978,'330822','常山县','2023-11-12 21:00:00.000000',NULL,10.8300,93.8790,0.0000,38.9830,38.9830,0.7300,1.0500
253979,'330824','开化县','2023-11-12 21:00:00.000000',0.0000,10.9320,85.4230,0.0000,33.7830,33.7830,0.9200,NULL
253980,'330825','龙游县','2023-11-12 21:00:00.000000',0.0000,10.9740,89.8480,NULL,68.4850,NULL,1.7100,NULL
