"ID","area_code","area_name","observe_time","data_time","rain","temperature","humidity","cloud_amount"
129596,'330824','开化县','2023-11-11 20:00:00.000000','2023-11-12 05:00:00.000000',0.0000,11.5400,NULL,NULL
129597,'330825','龙游县','2023-11-11 20:00:00.000000','2023-11-12 05:00:00.000000',0.0000,12.0500,73.6800,100.0000
129598,'330881','江山市','2023-11-11 20:00:00.000000','2023-11-12 05:00:00.000000',0.0000,11.0200,81.4300,100.0000
129599,'330800','衢州市','2023-11-11 20:00:00.000000','2023-11-12 06:00:00.000000',0.0000,11.2400,99.5000,87.3200
129600,'330802','柯城区','2023-11-11 20:00:00.000000','2023-11-12 06:00:00.000000',0.0000,11.2400,99.5000,87.3200
129601,'330803','衢江区','2023-11-11 20:00:00.000000','2023-11-12 06:00:00.000000',0.0000,11.2400,99.4300,92.7400
129602,'330822','常山县','2023-11-11 20:00:00.000000','2023-11-12 06:00:00.000000',0.0000,11.3800,NULL,93.2600
129603,'330824','开化县','2023-11-11 20:00:00.000000','2023-11-12 06:00:00.000000',NULL,10.6300,98.8100,79.6100
129604,'330825','龙游县','2023-11-11 20:00:00.000000','2023-11-12 06:00:00.000000',NULL,NULL,99.5900,94.4100
129605,'330881','江山市','2023-11-11 20:00:00.000000','2023-11-12 06:00:00.000000',0.0000,10.9300,99.5200,99.5900
129606,'330800','衢州市','2023-11-11 20:00:00.000000','2023-11-12 07:00:00.000000',0.0000,11.2200,99.2100,71.3500
129607,'330802','柯城区','2023-11-11 20:00:00.000000','2023-11-12 07:00:00.000000',NULL,11.2200,99.2100,71.3500
129608,'330803','衢江区','2023-11-11 20:00:00.000000','2023-11-12 07:00:00.000000',0.1200,11.2100,NULL,80.2900
129609,'330822','常山县','2023-11-11 20:00:00.000000','2023-11-12 07:00:00.000000',0.0000,11.4300,NULL,NULL
129610,'330824','开化县','2023-11-11 20:00:00.000000','2023-11-12 07:00:00.000000',0.0000,10.5900,NULL,76.5300
129611,'330825','龙游县','2023-11-11 20:00:00.000000','2023-11-12 07:00:00.000000',NULL,11.3000,99.5600,NULL
129612,'330881','江山市','2023-11-11 20:00:00.000000','2023-11-12 07:00:00.000000',0.0000,11.0000,99.1600,NULL
129613,'330800','衢州市','2023-11-12 08:00:00.000000','2023-11-12 08:00:00.000000',0.0000,12.1800,80.3900,100.0000
129614,'330802','柯城区','2023-11-12 08:00:00.000000','2023-11-12 08:00:00.000000',0.0000,12.1800,80.3900,100.0000
129615,'330803','衢江区','2023-11-12 08:00:00.000000','2023-11-12 08:00:00.000000',0.0000,12.1200,79.1600,NULL
129616,'330822','常山县','2023-11-12 08:00:00.000000','2023-11-12 08:00:00.000000',NULL,12.0400,88.0900,NULL
129617,'330824','开化县','2023-11-12 08:00:00.000000','2023-11-12 08:00:00.000000',0.0000,11.6600,NULL,100.0000
129618,'330825','龙游县','2023-11-12 08:00:00.000000','2023-11-12 08:00:00.000000',0.0000,11.6900,82.1700,100.0000
129619,'330881','江山市','2023-11-12 08:00:00.000000','2023-11-12 08:00:00.000000',0.0000,11.2300,NULL,100.0000
129620,'330800','衢州市','2023-11-12 08:00:00.000000','2023-11-12 09:00:00.000000',NULL,11.4700,99.0000,60.1400
129621,'330802','柯城区','2023-11-12 08:00:00.000000','2023-11-12 09:00:00.000000',0.0000,11.4700,99.0000,60.1400
129622,'330803','衢江区','2023-11-12 08:00:00.000000','2023-11-12 09:00:00.000000',0.0000,11.5500,99.3600,76.4900
129623,'330822','常山县','2023-11-12 08:00:00.000000','2023-11-12 09:00:00.000000',0.0000,11.8300,99.6000,NULL
129624,'330824','开化县','2023-11-12 08:00:00.000000','2023-11-12 09:00:00.000000',0.0000,11.0900,99.3300,NULL
129625,'330825','龙游县','2023-11-12 08:00:00.000000','2023-11-12 09:00:00.000000',0.0000,11.5700,99.7100,91.2200
129626,'330881','江山市','2023-11-12 08:00:00.000000','2023-11-12 09:00:00.000000',0.0000,11.2000,99.1900,67.1600
129627,'330800','衢州市','2023-11-12 08:00:00.000000','2023-11-12 10:00:00.000000',0.0000,11.9500,98.4800,NULL
129628,'330802','柯城区','2023-11-12 08:00:00.000000','2023-11-12 10:00:00.000000',0.0000,NULL,98.4800,NULL
129629,'330803','衢江区','2023-11-12 08:00:00.000000','2023-11-12 10:00:00.000000',NULL,NULL,NULL,77.4900
129630,'330822','常山县','2023-11-12 08:00:00.000000','2023-11-12 10:00:00.000000',0.0000,12.5600,99.3000,86.0300
129631,'330824','开化县','2023-11-12 08:00:00.000000','2023-11-12 10:00:00.000000',0.0000,11.3700,98.9500,91.5100
129632,'330825','龙游县','2023-11-12 08:00:00.000000','2023-11-12 10:00:00.000000',NULL,11.7800,NULL,91.1100
129633,'330881','江山市','2023-11-12 08:00:00.000000','2023-11-12 10:00:00.000000',0.0000,12.0900,99.2000,NULL
129634,'330800','衢州市','2023-11-12 08:00:00.000000','2023-11-12 11:00:00.000000',0.0000,12.8800,52.9300,100.0000
129635,'330802','柯城区','2023-11-12 08:00:00.000000','2023-11-12 11:00:00.000000',0.0000,12.8800,52.9300,NULL
129636,'330803','衢江区','2023-11-12 08:00:00.000000','2023-11-12 11:00:00.000000',0.0000,12.8300,NULL,100.0000
129637,'330822','常山县','2023-11-12 08:00:00.000000','2023-11-12 11:00:00.000000',NULL,12.7100,60.8500,100.0000
129638,'330824','开化县','2023-11-12 08:00:00.000000','2023-11-12 11:00:00.000000',0.0000,12.1800,NULL,100.0000
129639,'330825','龙游县','2023-11-12 08:00:00.000000','2023-11-12 11:00:00.000000',0.0000,NULL,55.1800,100.0000
129640,'330881','江山市','2023-11-12 08:00:00.000000','2023-11-12 11:00:00.000000',0.0000,11.8400,NULL,NULL
129641,'330800','衢州市','2023-11-12 08:00:00.000000','2023-11-12 12:00:00.000000',0.0000,12.5200,98.4100,63.3800
129642,'330802','柯城区','2023-11-12 08:00:00.000000','2023-11-12 12:00:00.000000',0.0000,12.5200,98.4100,63.3800
129643,'330803','衢江区','2023-11-12 08:00:00.000000','2023-11-12 12:00:00.000000',NULL,12.2000,99.0900,84.3300
129644,'330822','常山县','2023-11-12 08:00:00.000000','2023-11-12 12:00:00.000000',0.0000,12.8100,99.1500,NULL
129645,'330824','开化县','2023-11-12 08:00:00.000000','2023-11-12 12:00:00.000000',NULL,11.5000,NULL,95.1200
129646,'330825','龙游县','2023-11-12 08:00:00.000000','2023-11-12 12:00:00.000000',NULL,11.8400,99.7000,94.9800
129647,'330881','江山市','2023-11-12 08:00:00.000000','2023-11-12 12:00:00.000000',0.0000,12.3200,98.5900,NULL
129648,'330800','衢州市','2023-11-12 08:00:00.000000','2023-11-12 13:00:00.000000',0.0000,NULL,98.8600,75.9000
129649,'330802','柯城区','2023-11-12 08:00:00.000000','2023-11-12 13:00:00.000000',0.0000,12.2800,NULL,75.9000
129650,'330803','衢江区','2023-11-12 08:00:00.000000','2023-11-12 13:00:00.000000',0.0000,NULL,99.1400,90.7600
129651,'330822','常山县','2023-11-12 08:00:00.000000','2023-11-12 13:00:00.000000',0.0000,12.7100,99.1300,NULL
129652,'330824','开化县','2023-11-12 08:00:00.000000','2023-11-12 13:00:00.000000',0.0000,11.1800,99.1100,NULL
129653,'330825','龙游县','2023-11-12 08:00:00.000000','2023-11-12 13:00:00.000000',NULL,11.6200,99.4800,97.1700
129654,'330881','江山市','2023-11-12 08:00:00.000000','2023-11-12 13:00:00.000000',0.0000,NULL,NULL,82.4000
129655,'330800','衢州市','2023-11-12 08:00:00.000000','2023-11-12 14:00:00.000000',NULL,13.4600,44.8600,NULL
129656,'330802','柯城区','2023-11-12 08:00:00.000000','2023-11-12 14:00:00.000000',NULL,NULL,NULL,100.0000
129657,'330803','衢江区','2023-11-12 08:00:00.000000','2023-11-12 14:00:00.000000',0.0000,13.5100,43.9800,100.0000
129658,'330822','常山县','2023-11-12 08:00:00.000000','2023-11-12 14:00:00.000000',0.0000,13.0800,NULL,100.0000
129659,'330824','开化县','2023-11-12 08:00:00.000000','2023-11-12 14:00:00.000000',0.0000,12.2100,49.1200,NULL
129660,'330825','龙游县','2023-11-12 08:00:00.000000','2023-11-12 14:00:00.000000',0.0000,13.2400,NULL,100.0000
129661,'330881','江山市','2023-11-12 08:00:00.000000','2023-11-12 14:00:00.000000',0.0000,12.4800,NULL,100.0000
129662,'330800','衢州市','2023-11-12 08:00:00.000000','2023-11-12 15:00:00.000000',0.0000,11.3800,99.2500,86.5600
129663,'330802','柯城区','2023-11-12 08:00:00.000000','2023-11-12 15:00:00.000000',0.0000,11.3800,99.2500,86.5600
129664,'330803','衢江区','2023-11-12 08:00:00.000000','2023-11-12 15:00:00.000000',0.0000,11.2200,98.9600,89.3700
129665,'330822','常山县','2023-11-12 08:00:00.000000','2023-11-12 15:00:00.000000',NULL,NULL,99.5400,NULL
129666,'330824','开化县','2023-11-12 08:00:00.000000','2023-11-12 15:00:00.000000',NULL,10.4500,98.9500,NULL
129667,'330825','龙游县','2023-11-12 08:00:00.000000','2023-11-12 15:00:00.000000',0.0000,10.9600,99.2300,94.0600
129668,'330881','江山市','2023-11-12 08:00:00.000000','2023-11-12 15:00:00.000000',0.0000,NULL,99.1100,95.0400
129669,'330800','衢州市','2023-11-12 08:00:00.000000','2023-11-12 16:00:00.000000',NULL,10.9200,98.7800,80.5500
129670,'330802','柯城区','2023-11-12 08:00:00.000000','2023-11-12 16:00:00.000000',0.0000,NULL,98.7800,80.5500
129671,'330803','衢江区','2023-11-12 08:00:00.000000','2023-11-12 16:00:00.000000',0.0000,10.9000,98.3500,NULL
129672,'330822','常山县','2023-11-12 08:00:00.000000','2023-11-12 16:00:00.000000',0.0000,11.3000,99.6300,99.6500
129673,'330824','开化县','2023-11-12 08:00:00.000000','2023-11-12 16:00:00.000000',0.0000,NULL,NULL,89.7700
129674,'330825','龙游县','2023-11-12 08:00:00.000000','2023-11-12 16:00:00.000000',0.0000,NULL,98.6600,89.1100
129675,'330881','江山市','2023-11-12 08:00:00.000000','2023-11-12 16:00:00.000000',0.0000,NULL,NULL,91.9200
129676,'330800','衢州市','2023-11-12 08:00:00.000000','2023-11-12 17:00:00.000000',0.0000,12.3300,48.1400,100.0000
129677,'330802','柯城区','2023-11-12 08:00:00.000000','2023-11-12 17:00:00.000000',0.0000,12.3300,48.1400,100.0000
129678,'330803','衢江区','2023-11-12 08:00:00.000000','2023-11-12 17:00:00.000000',NULL,12.4800,46.3900,NULL
129679,'330822','常山县','2023-11-12 08:00:00.000000','2023-11-12 17:00:00.000000',NULL,NULL,55.3100,100.0000
129680,'330824','开化县','2023-11-12 08:00:00.000000','2023-11-12 17:00:00.000000',0.0000,11.3700,44.5500,NULL
129681,'330825','龙游县','2023-11-12 08:00:00.000000','2023-11-12 17:00:00.000000',0.0000,12.4000,43.7800,100.0000
129682,'330881','江山市','2023-11-12 08:00:00.000000','2023-11-12 17:00:00.000000',0.0000,11.4400,53.4600,100.0000
129683,'330800','衢州市','2023-11-12 08:00:00.000000','2023-11-12 18:00:00.000000',0.0000,10.3700,NULL,NULL
129684,'330802','柯城区','2023-11-12 08:00:00.000000','2023-11-12 18:00:00.000000',NULL,10.3700,99.1500,83.4600
129685,'330803','衢江区','2023-11-12 08:00:00.000000','2023-11-12 18:00:00.000000',0.0000,NULL,98.9700,90.6000
129686,'330822','常山县','2023-11-12 08:00:00.000000','2023-11-12 18:00:00.000000',0.0000,10.6600,99.4800,94.6400
129687,'330824','开化县','2023-11-12 08:00:00.000000','2023-11-12 18:00:00.000000',0.0000,9.3600,97.5000,56.5500
129688,'330825','龙游县','2023-11-12 08:00:00.000000','2023-11-12 18:00:00.000000',NULL,10.3000,98.5500,82.6000
129689,'330881','江山市','2023-11-12 08:00:00.000000','2023-11-12 18:00:00.000000',0.0000,10.3400,98.8000,88.9700
129690,'330800','衢州市','2023-11-12 08:00:00.000000','2023-11-12 19:00:00.000000',0.0000,10.1200,99.1500,NULL
129691,'330802','柯城区','2023-11-12 08:00:00.000000','2023-11-12 19:00:00.000000',0.0000,NULL,99.1500,NULL
129692,'330803','衢江区','2023-11-12 08:00:00.000000','2023-11-12 19:00:00.000000',0.0000,10.2200,NULL,95.1800
129693,'330822','常山县','2023-11-12 08:00:00.000000','2023-11-12 19:00:00.000000',0.0000,10.4100,99.1100,91.5300
129694,'330824','开化县','2023-11-12 08:00:00.000000','2023-11-12 19:00:00.000000',NULL,9.1500,NULL,52.0600
129695,'330825','龙游县','2023-11-12 08:00:00.000000','2023-11-12 19:00:00.000000',0.0000,10.1300,98.3800,79.0700
129696,'330881','江山市','2023-11-12 08:00:00.000000','2023-11-12 19:00:00.000000',0.0000,10.0800,NULL,84.3700
129697,'330800','衢州市','2023-11-12 20:00:00.000000','2023-11-12 20:00:00.000000',0.0000,11.2200,48.5400,100.0000
129698,'330802','柯城区','2023-11-12 20:00:00.000000','2023-11-12 20:00:00.000000',0.0000,11.2200,48.5400,NULL
129699,'330803','衢江区','2023-11-12 20:00:00.000000','2023-11-12 20:00:00.000000',0.0000,NULL,44.0100,100.0000
129700,'330822','常山县','2023-11-12 20:00:00.000000','2023-11-12 20:00:00.000000',0.0000,10.3400,53.5900,100.0000
129701,'330824','开化县','2023-11-12 20:00:00.000000','2023-11-12 20:00:00.000000',0.0000,NULL,48.8000,99.8500
129702,'330825','龙游县','2023-11-12 20:00:00.000000','2023-11-12 20:00:00.000000',NULL,NULL,42.5800,100.0000
129703,'330881','江山市','2023-11-12 20:00:00.000000','2023-11-12 20:00:00.000000',0.0000,NULL,56.6000,100.0000
129704,'330800','衢州市','2023-11-12 20:00:00.000000','2023-11-12 21:00:00.000000',0.0000,9.9700,99.1100,NULL
129705,'330802','柯城区','2023-11-12 20:00:00.000000','2023-11-12 21:00:00.000000',0.0000,9.9700,99.1100,91.0800
129706,'330803','衢江区','2023-11-12 20:00:00.000000','2023-11-12 21:00:00.000000',0.0000,9.9700,NULL,NULL
129707,'330822','常山县','2023-11-12 20:00:00.000000','2023-11-12 21:00:00.000000',0.0000,10.1000,NULL,85.0000
129708,'330824','开化县','2023-11-12 20:00:00.000000','2023-11-12 21:00:00.000000',0.0000,8.7700,NULL,NULL
129709,'330825','龙游县','2023-11-12 20:00:00.000000','2023-11-12 21:00:00.000000',NULL,9.9200,99.0400,NULL
129710,'330881','江山市','2023-11-12 20:00:00.000000','2023-11-12 21:00:00.000000',0.0000,NULL,98.8900,79.4200
129711,'330800','衢州市','2023-11-12 20:00:00.000000','2023-11-12 22:00:00.000000',0.0000,9.8100,99.3800,89.9100
129712,'330802','柯城区','2023-11-12 20:00:00.000000','2023-11-12 22:00:00.000000',0.0000,9.8100,99.3800,89.9100
129713,'330803','衢江区','2023-11-12 20:00:00.000000','2023-11-12 22:00:00.000000',0.0000,9.8200,98.9500,NULL
129714,'330822','常山县','2023-11-12 20:00:00.000000','2023-11-12 22:00:00.000000',0.0000,9.8300,NULL,NULL
129715,'330824','开化县','2023-11-12 20:00:00.000000','2023-11-12 22:00:00.000000',0.0000,8.4500,97.9100,51.7500
129716,'330825','龙游县','2023-11-12 20:00:00.000000','2023-11-12 22:00:00.000000',0.0000,NULL,99.1800,NULL
129717,'330881','江山市','2023-11-12 20:00:00.000000','2023-11-12 22:00:00.000000',0.0000,9.6800,NULL,77.5700
129718,'330800','衢州市','2023-11-12 20:00:00.000000','2023-11-12 23:00:00.000000',0.0000,10.1900,43.7100,83.0800
129719,'330802','柯城区','2023-11-12 20:00:00.000000','2023-11-12 23:00:00.000000',0.0000,10.1900,43.7100,83.0800
129720,'330803','衢江区','2023-11-12 20:00:00.000000','2023-11-12 23:00:00.000000',0.0000,10.2200,39.3700,87.1800
129721,'330822','常山县','2023-11-12 20:00:00.000000','2023-11-12 23:00:00.000000',NULL,9.1900,51.6300,99.9700
129722,'330824','开化县','2023-11-12 20:00:00.000000','2023-11-12 23:00:00.000000',0.0000,7.5000,NULL,NULL
129723,'330825','龙游县','2023-11-12 20:00:00.000000','2023-11-12 23:00:00.000000',NULL,9.7900,41.3500,NULL
129724,'330881','江山市','2023-11-12 20:00:00.000000','2023-11-12 23:00:00.000000',NULL,NULL,49.0300,89.1600
129725,'330800','衢州市','2023-11-12 20:00:00.000000','2023-11-13 00:00:00.000000',0.0000,9.3500,98.8900,80.8700
129726,'330802','柯城区','2023-11-12 20:00:00.000000','2023-11-13 00:00:00.000000',0.0000,9.3500,NULL,80.8700
129727,'330803','衢江区','2023-11-12 20:00:00.000000','2023-11-13 00:00:00.000000',0.0000,9.2300,98.3200,68.2000
129728,'330822','常山县','2023-11-12 20:00:00.000000','2023-11-13 00:00:00.000000',0.0000,NULL,96.6300,NULL
129729,'330824','开化县','2023-11-12 20:00:00.000000','2023-11-13 00:00:00.000000',0.0000,7.0700,83.3500,24.6000
129730,'330825','龙游县','2023-11-12 20:00:00.000000','2023-11-13 00:00:00.000000',0.0000,NULL,94.4300,45.0200
129731,'330881','江山市','2023-11-12 20:00:00.000000','2023-11-13 00:00:00.000000',0.0000,9.1900,98.1200,78.3500
129732,'330800','衢州市','2023-11-12 20:00:00.000000','2023-11-13 01:00:00.000000',NULL,NULL,97.3000,56.7400
129733,'330802','柯城区','2023-11-12 20:00:00.000000','2023-11-13 01:00:00.000000',0.0000,8.9800,97.3000,56.7400
129734,'330803','衢江区','2023-11-12 20:00:00.000000','2023-11-13 01:00:00.000000',0.0000,8.9400,NULL,33.4500
129735,'330822','常山县','2023-11-12 20:00:00.000000','2023-11-13 01:00:00.000000',0.0000,8.8000,NULL,75.1200
129736,'330824','开化县','2023-11-12 20:00:00.000000','2023-11-13 01:00:00.000000',NULL,6.1900,77.2400,NULL
129737,'330825','龙游县','2023-11-12 20:00:00.000000','2023-11-13 01:00:00.000000',0.0000,8.7600,89.4800,13.1200
129738,'330881','江山市','2023-11-12 20:00:00.000000','2023-11-13 01:00:00.000000',0.0000,8.9800,97.5000,NULL
129739,'330800','衢州市','2023-11-12 20:00:00.000000','2023-11-13 02:00:00.000000',0.0000,8.0600,43.1700,23.8300
129740,'330802','柯城区','2023-11-12 20:00:00.000000','2023-11-13 02:00:00.000000',NULL,NULL,43.1700,23.8300
129741,'330803','衢江区','2023-11-12 20:00:00.000000','2023-11-13 02:00:00.000000',0.0000,8.3600,37.7600,NULL
129742,'330822','常山县','2023-11-12 20:00:00.000000','2023-11-13 02:00:00.000000',0.0000,7.4400,54.0200,36.3800
129743,'330824','开化县','2023-11-12 20:00:00.000000','2023-11-13 02:00:00.000000',NULL,5.9300,54.7700,17.8500
129744,'330825','龙游县','2023-11-12 20:00:00.000000','2023-11-13 02:00:00.000000',0.0000,7.8200,39.4400,26.5100
129745,'330881','江山市','2023-11-12 20:00:00.000000','2023-11-13 02:00:00.000000',0.0000,7.5000,48.2300,42.4300
129746,'330800','衢州市','2023-11-12 20:00:00.000000','2023-11-13 03:00:00.000000',0.0000,8.2000,88.2400,6.6600
129747,'330802','柯城区','2023-11-12 20:00:00.000000','2023-11-13 03:00:00.000000',0.0000,8.2000,88.2400,6.6600
129748,'330803','衢江区','2023-11-12 20:00:00.000000','2023-11-13 03:00:00.000000',0.0000,8.0800,NULL,2.6200
129749,'330822','常山县','2023-11-12 20:00:00.000000','2023-11-13 03:00:00.000000',NULL,7.7700,88.3500,17.3900
129750,'330824','开化县','2023-11-12 20:00:00.000000','2023-11-13 03:00:00.000000',0.0000,5.1700,66.7800,2.5000
129751,'330825','龙游县','2023-11-12 20:00:00.000000','2023-11-13 03:00:00.000000',0.0000,NULL,NULL,2.0000
129752,'330881','江山市','2023-11-12 20:00:00.000000','2023-11-13 03:00:00.000000',NULL,7.8600,91.9800,18.4000
129753,'330800','衢州市','2023-11-12 20:00:00.000000','2023-11-13 04:00:00.000000',0.0000,6.6500,NULL,0.8700
129754,'330802','柯城区','2023-11-12 20:00:00.000000','2023-11-13 04:00:00.000000',0.0000,6.6500,85.7600,0.8700
129755,'330803','衢江区','2023-11-12 20:00:00.000000','2023-11-13 04:00:00.000000',0.0000,6.6300,NULL,0.8400
129756,'330822','常山县','2023-11-12 20:00:00.000000','2023-11-13 04:00:00.000000',0.0000,7.2500,NULL,2.5400
129757,'330824','开化县','2023-11-12 20:00:00.000000','2023-11-13 04:00:00.000000',0.0000,4.7000,65.2100,2.1100
129758,'330825','龙游县','2023-11-12 20:00:00.000000','2023-11-13 04:00:00.000000',0.0000,NULL,72.0700,0.6500
129759,'330881','江山市','2023-11-12 20:00:00.000000','2023-11-13 04:00:00.000000',NULL,7.2500,86.6300,0.3200
129760,'330800','衢州市','2023-11-12 20:00:00.000000','2023-11-13 05:00:00.000000',0.0000,6.9800,35.3000,NULL
129761,'330802','柯城区','2023-11-12 20:00:00.000000','2023-11-13 05:00:00.000000',0.0000,NULL,35.3000,40.9600
129762,'330803','衢江区','2023-11-12 20:00:00.000000','2023-11-13 05:00:00.000000',0.0000,6.7600,36.8300,NULL
129763,'330822','常山县','2023-11-12 20:00:00.000000','2023-11-13 05:00:00.000000',0.0000,NULL,NULL,84.7800
129764,'330824','开化县','2023-11-12 20:00:00.000000','2023-11-13 05:00:00.000000',NULL,5.0200,55.2200,34.0300
129765,'330825','龙游县','2023-11-12 20:00:00.000000','2023-11-13 05:00:00.000000',0.0000,6.2500,46.3200,35.7600
129766,'330881','江山市','2023-11-12 20:00:00.000000','2023-11-13 05:00:00.000000',0.0000,NULL,40.5200,NULL
129767,'330800','衢州市','2023-11-12 20:00:00.000000','2023-11-13 06:00:00.000000',NULL,5.4500,80.4900,NULL
129768,'330802','柯城区','2023-11-12 20:00:00.000000','2023-11-13 06:00:00.000000',0.0000,NULL,80.4900,3.4200
129769,'330803','衢江区','2023-11-12 20:00:00.000000','2023-11-13 06:00:00.000000',0.0000,5.4700,72.5700,NULL
129770,'330822','常山县','2023-11-12 20:00:00.000000','2023-11-13 06:00:00.000000',0.0000,5.5900,83.8800,1.6000
129771,'330824','开化县','2023-11-12 20:00:00.000000','2023-11-13 06:00:00.000000',0.0000,NULL,65.1200,1.5200
129772,'330825','龙游县','2023-11-12 20:00:00.000000','2023-11-13 06:00:00.000000',NULL,5.3700,67.7400,2.1700
129773,'330881','江山市','2023-11-12 20:00:00.000000','2023-11-13 06:00:00.000000',0.0000,5.6500,78.7600,NULL
129774,'330800','衢州市','2023-11-12 20:00:00.000000','2023-11-13 07:00:00.000000',NULL,5.7900,71.3500,2.9200
129775,'330802','柯城区','2023-11-12 20:00:00.000000','2023-11-13 07:00:00.000000',NULL,5.7900,71.3500,2.9200
129776,'330803','衢江区','2023-11-12 20:00:00.000000','2023-11-13 07:00:00.000000',NULL,NULL,62.9400,0.9700
129777,'330822','常山县','2023-11-12 20:00:00.000000','2023-11-13 07:00:00.000000',0.0000,5.9600,84.4600,9.5400
129778,'330824','开化县','2023-11-12 20:00:00.000000','2023-11-13 07:00:00.000000',0.0000,4.4100,70.5600,7.8500
129779,'330825','龙游县','2023-11-12 20:00:00.000000','2023-11-13 07:00:00.000000',NULL,NULL,74.5800,4.5000
129780,'330881','江山市','2023-11-12 20:00:00.000000','2023-11-13 07:00:00.000000',NULL,NULL,71.0000,1.2600
129781,'330800','衢州市','2023-11-13 08:00:00.000000','2023-11-13 08:00:00.000000',0.0000,7.4200,29.7800,79.7400
129782,'330802','柯城区','2023-11-13 08:00:00.000000','2023-11-13 08:00:00.000000',0.0000,7.4200,29.7800,79.7400
129783,'330803','衢江区','2023-11-13 08:00:00.000000','2023-11-13 08:00:00.000000',0.0000,7.7700,36.9800,91.8900
129784,'330822','常山县','2023-11-13 08:00:00.000000','2023-11-13 08:00:00.000000',0.0000,NULL,45.3900,NULL
129785,'330824','开化县','2023-11-13 08:00:00.000000','2023-11-13 08:00:00.000000',0.0000,6.8500,51.7100,88.6600
129786,'330825','龙游县','2023-11-13 08:00:00.000000','2023-11-13 08:00:00.000000',0.0000,7.7300,31.6900,39.2100
129787,'330881','江山市','2023-11-13 08:00:00.000000','2023-11-13 08:00:00.000000',0.0000,6.7300,44.8300,46.3400
129788,'330800','衢州市','2023-11-13 08:00:00.000000','2023-11-13 09:00:00.000000',0.0000,8.1500,24.9700,59.8800
129789,'330802','柯城区','2023-11-13 08:00:00.000000','2023-11-13 09:00:00.000000',0.0000,8.1500,NULL,59.8800
129790,'330803','衢江区','2023-11-13 08:00:00.000000','2023-11-13 09:00:00.000000',0.0000,8.4900,27.7600,64.2000
129791,'330822','常山县','2023-11-13 08:00:00.000000','2023-11-13 09:00:00.000000',0.0000,7.5100,39.9300,62.1300
129792,'330824','开化县','2023-11-13 08:00:00.000000','2023-11-13 09:00:00.000000',0.0000,7.7400,39.3800,79.5100
129793,'330825','龙游县','2023-11-13 08:00:00.000000','2023-11-13 09:00:00.000000',0.0000,8.4800,23.8500,26.4800
129794,'330881','江山市','2023-11-13 08:00:00.000000','2023-11-13 09:00:00.000000',0.0000,7.4700,37.8700,48.1400
129795,'330800','衢州市','2023-11-13 08:00:00.000000','2023-11-13 10:00:00.000000',0.0000,8.8900,20.1600,40.0100
129796,'330802','柯城区','2023-11-13 08:00:00.000000','2023-11-13 10:00:00.000000',0.0000,8.8900,20.1600,40.0100
129797,'330803','衢江区','2023-11-13 08:00:00.000000','2023-11-13 10:00:00.000000',0.0000,9.2100,18.5500,36.5000
129798,'330822','常山县','2023-11-13 08:00:00.000000','2023-11-13 10:00:00.000000',0.0000,8.2600,34.4700,50.5800
129799,'330824','开化县','2023-11-13 08:00:00.000000','2023-11-13 10:00:00.000000',0.0000,8.6300,27.0500,70.3600
129800,'330825','龙游县','2023-11-13 08:00:00.000000','2023-11-13 10:00:00.000000',0.0000,9.2300,NULL,13.7400
129801,'330881','江山市','2023-11-13 08:00:00.000000','2023-11-13 10:00:00.000000',0.0000,8.2000,30.9000,49.9300
129802,'330800','衢州市','2023-11-13 08:00:00.000000','2023-11-13 11:00:00.000000',0.0000,9.6200,15.3500,20.1400
129803,'330802','柯城区','2023-11-13 08:00:00.000000','2023-11-13 11:00:00.000000',0.0000,9.6200,15.3500,20.1400
129804,'330803','衢江区','2023-11-13 08:00:00.000000','2023-11-13 11:00:00.000000',NULL,9.9300,9.3300,8.8100
129805,'330822','常山县','2023-11-13 08:00:00.000000','2023-11-13 11:00:00.000000',0.0000,9.0200,29.0200,39.0400
129806,'330824','开化县','2023-11-13 08:00:00.000000','2023-11-13 11:00:00.000000',0.0000,NULL,14.7200,61.2000
129807,'330825','龙游县','2023-11-13 08:00:00.000000','2023-11-13 11:00:00.000000',0.0000,9.9800,8.1800,1.0100
129808,'330881','江山市','2023-11-13 08:00:00.000000','2023-11-13 11:00:00.000000',0.0000,8.9300,NULL,51.7300
129809,'330800','衢州市','2023-11-13 08:00:00.000000','2023-11-13 12:00:00.000000',NULL,10.2000,16.3800,15.0300
129810,'330802','柯城区','2023-11-13 08:00:00.000000','2023-11-13 12:00:00.000000',0.0000,NULL,16.3800,15.0300
129811,'330803','衢江区','2023-11-13 08:00:00.000000','2023-11-13 12:00:00.000000',0.0000,10.4800,10.1700,7.3800
129812,'330822','常山县','2023-11-13 08:00:00.000000','2023-11-13 12:00:00.000000',0.0000,9.7100,28.1400,26.9300
129813,'330824','开化县','2023-11-13 08:00:00.000000','2023-11-13 12:00:00.000000',0.0000,10.1400,NULL,42.7700
129814,'330825','龙游县','2023-11-13 08:00:00.000000','2023-11-13 12:00:00.000000',0.0000,10.5300,8.6900,2.9900
129815,'330881','江山市','2023-11-13 08:00:00.000000','2023-11-13 12:00:00.000000',0.0000,9.4800,19.8100,34.7200
129816,'330800','衢州市','2023-11-13 08:00:00.000000','2023-11-13 13:00:00.000000',0.0000,10.7800,17.4200,9.9200
129817,'330802','柯城区','2023-11-13 08:00:00.000000','2023-11-13 13:00:00.000000',0.0000,10.7800,17.4200,9.9200
